sample_id,year,broadcast_abstract,abstract_length,broadcasts_in_year,broadcast_time,id_coder_1,id_coder_2,id_coder_3,geography_coder_1,geography_coder_2,geography_coder_3,news_coder_1,news_coder_2,news_coder_3,news,news_majority,geography,geography_majority
601233,1975,"Chief president economy aide, Alan Greenspan, says United States economy headed for recovery.REPORTER: Howard K. Smith(Vail, Colorado) [GREENSPAN - says decontrol of oil prices to have negligible effect on economy recovery.] Energy chief Frank Zarb says oil companies won't push gasoline prices higher. Ford turns attention to Mideast. Secretary of State Henry Kissinger arrives at Vail. [KISSINGER - says progress made, but won't call it breakthrough.]REPORTER: Steve Bell",473,12946,150,45489719,45590294,45585985,national,national,national,hard,hard,hard,hard,hard,national,national
600596,1975,"No trouble with new Tokyo airport because facility never used.REPORTER: Tom Snyder(Tokyo, Japan) Narita airport supposed to have opened 4 years ago. No way to get jet fuel to storage areas on airport grounds. Residents protested building of pipeline. Residents didn't want airport built and still fight it. Costs $85,000 day to maintain bldgs. and equipment. Big hotels built around airport; some closed; others only get 25% occupancy.REPORTER: Don Oliver",455,12946,140,45597159,45654496,45346388,national,international,international,hard,hard,hard,hard,hard,NA,international
596893,1975,"In California, Santa Barbara Cnty. environmentalists suffer narrow defeat in effort to block seaside construction of oil refinery. Oil sensitive topic in Santa Barbara.REPORTER: Howard K. Smith(Santa Barbara, California) Film of 1969 oil spill shown, but drilling conts. Oil companies claim drilling much safer now; details given. [Union Oil Company official Don. CRAGGS - thinks risk of oil spills minimized to infinitesimal amount] State officials not as confident as oil companies [Executive dir. California land commission William NORTHROP - says major or minor oil spillage unavoidable.]REPORTER: Ken Kashiwahara Interior Department in final stages of preparing leases of 1.6 million acres of South California water coastline for offshore oil exploration.REPORTER: Howard K. Smith",785,12946,160,45190806,45598929,45690795,local,national,national,hard,hard,hard,hard,hard,NA,national
598456,1975,President Ford honors war dead in Arlington National Cemetery.REPORTER: Walter Cronkite(Arlington National Cemetery) [PRES. - says need to maintain American's military strength hasn't changed.] President makes no mention of Mayaguez or recent Communist wins in S.E. Asia. [PRES. - says United States won't falter in its determination to achieve adequate accting. of MIAs.] Brief MIA (missing in action) service held at Arlington also. Pentagon holds out little hope that any MIAs still alive.REPORTER: Bob Schieffer,515,12946,130,45489719,45450817,45602918,national,national,national,hard,hard,hard,hard,hard,national,national
600563,1975,"Washington, DC """"""""Star"""""""" profiled. """"""""Star"""""""" struggling to stay alive; it's losing readers and money.REPORTER: Tom Snyder(DC) """"""""DC Post"""""""" now dominant newspaper in DC. """"""""DC Star's"""""""" prestige began falling 15 years ago. In last 3 years, """"""""Star"""""""" has lost $12 million. Afternoon papers all over country having trouble. In days gone by, husbands read afternoon paper, but now they watch 1 1/2 hrs. of local and ntl. news. """"""""Star"""""""" family-owned and operated; critics say paper refused to change with times. Last fall Joe Allbritton bought paper; James Bellows new editor of """"""""Star"""""""" still 1 of best, with superb staff of eds. and writers. Mary McCrory and Jack Germaine on """"""""Star's"""""""" staff. Morale very high on staff; they vote to take loss in pay and go on 4-day week rather than have 20% staff reduction. [Edward BELLOWS - thinks """"""""Star"""""""" must be quality newspaper to survive.] [Publisher Joe ALLBRITTON - says """"""""Star"""""""" can't be turned around overnight. Explains reasons for buying Washington, DC """"""""Star; Star"""""""" has other assets besides newspapers.] """"""""DC Star"""""""" looks better under Bellows' direction.REPORTER: Douglas Kiker",1119,12946,430,45686939,45703284,45602847,national,national,not_clear,hard,hard,soft,NA,hard,NA,national
590441,1975,"Killer on loose in skid row in Los Angeles.REPORTER: Walter Cronkite(Los Angeles, California) 6 men killed in past 7 weeks [Police Captain A.S. HEGGE - says killer, or killers, definitely carries knife.] Police hard-pressed for clues and motives. Skid row inhabitants discuss killer.REPORTER: Terry Drinkwater",309,12946,140,45671455,45689555,45369365,local,local,national,hard,hard,hard,hard,hard,NA,local
602896,1975,"President Isabel Peron hands power reins to Senator president. Film shows Mrs. Peron in Mar. Departure reported temporary. Faced hostile military, rising inflation and labor unrest since she took office. May resign for health reasons.REPORTER: Ted Koppel",254,12946,50,45421740,45710744,45710586,international,national,national,hard,hard,hard,hard,hard,NA,national
568304,1975,"Angola occupies strategic position in Africa.REPORTER: Walter Cronkite(Angola) 2 weeks ago, Angola received its freedom. Portuguese colonists escaped. Portugal left a political vacuum. 3 tribal groups on 2 sides fight for leadership 1 side, FNLA, National Front for Liberation of Angola, is strong in north; it recs. help from Zaire, People's Republic of China, and US. FNLA is allied with UNITA, National Movement for Total Independence of Angola. It is strong in south and helped by South Africa. 2 groups proclaim capital in Huambo. Other side is MPLA, Popular Movement for iberation of Angola. MPLA controls 40% population USSR recognizes MPLA and supplies it with men, military supplies and Cuban force. Reporter speculates as to why USSR intervened. It is show of Soviet strength when United States doesn't want showdown in Africa.REPORTER: Richard C. Hottelet Security police of MPLA have detained CBS reporter, Don Webster. He and free-lance cameraman, Bill Mutschmann, taken into custody in Luanda SaturdayREPORTER: Walter Cronkite",1040,12946,170,45710744,45236637,45602600,international,international,international,hard,hard,hard,hard,hard,international,international
572933,1975,"Report on Democratic candidate, Fred. Harris.REPORTER: Walter Cronkite(No location given) Harris, 45, is people's candidate. He holds no public office, has no power and money and not well-known. His background cited. He was Senator and chairperson Democratic National Committee [HARRIS - says extra tax cuts would give consumers more money to create more jobs. Subsidies should be stopped. Enforcement needed for antitrust laws to bring prices down. Price controls needed in monopoly inds.] Re: defense spending, Harris for heavy military cuts, reducing American troops overseas and limited MIRV use. Re: energy, he would break up oil companies, roll back prices and set up public energy corporation He would limit strip mining, call for no new nuclear power plants and respect earth to help environment. [HARRIS - if busing is court ordered, it is the law.] Believes guaranteed jobs will stop crime. Re: dissatisfaction with government, he says people tired of elitism, privileges and power. [HARRIS - says McGovern didn't lose on these issues. Doesn't believe it hurts to have Southern accent or come from blue collar background.]REPORTER: Walter Cronkite",1157,12946,260,45350753,45452839,45491924,national,international,international,hard,hard,hard,hard,hard,NA,international
596318,1975,"Sargent Shriver, Senator Hubert Humphrey make plans to run in `76 presidential election.REPORTER: John Hart",107,12946,20,45298997,45421740,45536340,national,national,national,hard,hard,hard,hard,hard,national,national
586557,1975,"Live ABC analysis of President Gerald Ford's State of the Union Address, reported by Howard K. Smith, Harry Reasoner, Tom Jarriel, Dan Cordtz and Bob Clark.Analysis includes an interview with Henry Jackson, John Rhodes and Martha Keys.For the complete speech see NBC coverage. See also CBS comments.Picture disturbances 12:54:20-12:54:40]",338,12946,890,45710744,45542238,45450817,national,national,national,hard,hard,hard,hard,hard,national,national
571772,1975,"California doctors plan work slowdown due to malpractice insurance increases Propose stopping work on New Year's Day.REPORTER: Tom Snyder(Santa Monica, California) Empty operating room shown. Doctors at Santa Monica Hospital Med. Center only do emergency surgery. [Assistant surgery supervisor Margie DILLENBURG - says work load down 50% and staff decrd. by 50%.] [Med. Center director, Robert CRAIG - says slowdown could cripple hospital.] Hospital Council of South California takes threat seriously. [WOMAN - tests emergency radio procedure used by hospitals.] If doctors walk out, procedure will be used to find out which hospitals still open. Info. to be relayed to Los Angeles Cnty. Med. Association Union of American Physicians sponsors meeting of dissident doctors [SPKR. - calls for vote on walkout.]REPORTER: Roy Neal",826,12946,160,45526191,45543632,45490446,national,local,national,hard,hard,hard,hard,hard,NA,national
572427,1975,"Secretary of State Henry Kissinger sends long message to USSR . He says that SALT is in trouble and since Strategic Arms Limitation Talks (SALT) cornerstone of detente, detente may be in trouble.REPORTER: Harry Reasoner(DC) Kissinger holds news conference [KISSINGER - says United States expecting reasoned response to our last proposal.] Kissinger seemed to be taking hard line to show USSR that life without Defense Secretary James Schlesinger won't be easier. [KISSINGER - says no brawl in Washington, DC for 3 days. Thinks Don. Rumsfeld well-attuned to political process, intelligent and concerned with national security issues. Thinks he'll do good job. Doesn't answer telephone on Sunday (with regard to question if he'll last throughout Ford administration)] If he becomes pol. liability, could be fired.REPORTER: Ted Koppel Kissinger says United States won't tolerate """"""""hegemonial"""""""" behavior by any state. AP defines it to mean 1 nation trying to dominate another 1. According to Oxford Dictionary, Kissinger meant to say """"""""hegemonical.""""""""REPORTER: Harry Reasoner",1070,12946,190,45450817,45602918,45601077,national,national,national,hard,hard,hard,hard,hard,national,national
